,N. parvum,X. sp.,descriptions
IPR010073,1,0,Phosphoribosylformylglycinamidine synthase PurL
IPR010918,2,2,"PurM-like, C-terminal domain"
IPR036604,1,1,Phosphoribosylformylglycinamidine synthase subunit PurS-like superfamily
IPR036676,2,2,"PurM-like, C-terminal domain superfamily"
IPR036921,2,2,"PurM-like, N-terminal domain superfamily"
IPR040707,1,1,"Phosphoribosylformylglycinamidine synthase, N-terminal"
IPR041609,1,1,"Phosphoribosylformylglycinamidine synthase, linker domain"
IPR015260,1,1,"Syntaxin 6, N-terminal"
IPR002685,3,5,"Glycosyl transferase, family 15"
IPR007259,4,5,Gamma-tubulin complex component protein
IPR040457,4,5,"Gamma tubulin complex component, C-terminal"
IPR041470,4,5,"Gamma tubulin complex component protein, N-terminal"
IPR042241,4,5,"Gamma-tubulin complex component, C-terminal domain superfamily"
IPR014816,2,1,tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
IPR015803,1,1,Cysteine-tRNA ligase
IPR024909,1,1,Cysteinyl-tRNA synthetase/mycothiol ligase
IPR032678,1,1,"tRNA synthetases class I, catalytic domain"
IPR045992,1,0,Protein of unknown function DUF5948
IPR024535,2,5,Pectate lyase superfamily protein
IPR039279,2,4,Polygalacturonase QRT3-like
IPR000572,2,2,"Oxidoreductase, molybdopterin-binding domain"
IPR036374,2,2,"Oxidoreductase, molybdopterin-binding domain superfamily"
IPR002121,2,1,HRDC domain
IPR002562,2,3,3'-5' exonuclease domain
IPR010997,4,3,HRDC-like superfamily
IPR044876,2,1,HRDC domain superfamily
IPR001948,2,2,Peptidase M18
IPR023358,2,2,"Peptidase M18, domain 2"
IPR033729,1,1,Serine-tRNA ligase catalytic core domain
IPR013927,1,1,Transcription factor Opi1
IPR029481,6,3,"ABC-transporter, N-terminal domain"
IPR001564,1,0,Nucleoside diphosphate kinase
IPR023005,1,0,"Nucleoside diphosphate kinase, active site"
IPR034907,1,0,Nucleoside diphosphate kinase-like domain
IPR036850,1,0,Nucleoside diphosphate kinase-like domain superfamily
IPR025887,3,3,"Glycoside hydrolase family 31, N-terminal domain"
IPR033403,1,0,Domain of unknown function DUF5110
IPR001347,3,2,SIS domain
IPR040190,1,1,N-acetylmuramic acid 6-phosphate etherase/glucokinase regulatory protein
IPR046348,4,2,SIS domain superfamily
IPR013262,1,1,"Outer membrane protein, MIM1/TOM13, mitochondrial"
IPR012989,1,1,SEP domain
IPR036241,1,1,"NSFL1 cofactor p47, SEP domain superfamily"
IPR015375,1,0,"NADH pyrophosphatase-like, N-terminal"
IPR039924,1,1,Protein ICln/Lot5/Saf5
IPR002365,1,1,"Terpene synthase, conserved site"
IPR018333,1,3,Squalene cyclase
IPR032696,1,3,"Squalene cyclase, C-terminal"
IPR032697,1,3,"Squalene cyclase, N-terminal"
IPR022234,1,1,Protein of unknown function DUF3759
IPR004342,2,2,"EXS, C-terminal"
IPR046805,1,1,"Tra1, HEAT repeat ring region"
IPR046807,1,1,"Tra1, HEAT repeat central region"
IPR000924,3,2,Glutamyl/glutaminyl-tRNA synthetase
IPR004526,1,1,"Glutamyl-tRNA synthetase, archaeal/eukaryotic cytosolic"
IPR011035,2,1,"Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain superfamily"
IPR020056,2,1,"Ribosomal protein L25/Gln-tRNA synthetase, N-terminal"
IPR020058,3,2,"Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain"
IPR020059,2,1,"Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain"
IPR020061,1,1,"Glutamine-tRNA ligase, alpha-bundle domain superfamily"
IPR007312,3,3,Phosphoesterase
IPR007062,1,1,Protein phosphatase inhibitor 2 (IPP-2)
IPR019770,2,2,"Eukaryotic translation initiation factor 4E (eIF-4E), conserved site"
IPR003653,13,4,"Ulp1 protease family, C-terminal catalytic domain"
IPR014881,1,1,Nin one binding (NOB1) Zn-ribbon-like
IPR017117,1,1,"Ribonuclease Nob1, eukaryote"
IPR033411,1,1,"Ribonuclease, PIN domain"
IPR036283,1,1,NOB1 zinc finger-like superfamily
IPR039907,1,1,RNA-binding protein NOB1
IPR007264,1,1,"H/ACA ribonucleoprotein complex, subunit Nop10"
IPR036756,1,1,"H/ACA ribonucleoprotein complex, subunit Nop10 superfamily"
IPR009288,1,4,"Gamma-glutamylcyclotransferase, AIG2-like domain"
IPR045038,1,3,Protein AIG2-like
IPR000701,1,1,"Succinate dehydrogenase/fumarate reductase type B, transmembrane subunit"
IPR014314,1,1,"Succinate dehydrogenase, cytochrome b556 subunit"
IPR018495,1,1,"Succinate dehydrogenase, cytochrome b subunit, conserved site"
IPR034804,2,2,"Fumarate reductase/succinate dehydrogenase, transmembrane subunit"
IPR039328,1,1,WD repeat-containing protein 89
IPR000999,5,5,Ribonuclease III domain
IPR036389,5,5,"Ribonuclease III, endonuclease domain superfamily"
IPR040030,1,1,"54S ribosomal protein L15, mitochondrial"
IPR013178,1,1,Histone acetyltransferase Rtt109/CBP
IPR016849,1,1,Histone acetyltransferase Rtt109
IPR012308,4,4,"DNA ligase, ATP-dependent, N-terminal"
IPR012310,4,4,"DNA ligase, ATP-dependent, central"
IPR029710,2,2,DNA ligase 4
IPR036599,4,4,"DNA ligase, ATP-dependent, N-terminal domain superfamily"
IPR036908,8,7,RlpA-like domain superfamily
IPR002815,1,0,Spo11/DNA topoisomerase VI subunit A
IPR034136,1,0,"Topoisomerase 6 subunit A/Spo11, TOPRIM domain"
IPR036078,1,1,Spo11/DNA topoisomerase VI subunit A superfamily
IPR022043,1,1,Chromatin assembly factor 1 subunit A
IPR025993,1,1,Ceramide glucosyltransferase
IPR041297,2,1,"DNA repair protein Crb2, Tudor domain"
IPR047249,1,1,"TP53-binding protein 1-like, first BRCT domain"
IPR047252,1,1,TP53-binding protein 1-like
IPR007192,1,1,Cdc23
IPR039702,1,1,Farnesyl pyrophosphate synthase-like
IPR002139,1,2,Ribokinase/fructokinase
IPR011611,4,7,Carbohydrate kinase PfkB
IPR032632,1,1,"Peptidase M16, middle/third domain"
IPR007653,1,1,Signal peptidase complex subunit 3
IPR019387,1,0,SAYSvFN domain
IPR039159,1,0,SAYSvFN domain-containing protein 1
IPR013189,1,1,"Glycosyl hydrolase family 32, C-terminal"
IPR018053,1,2,"Glycoside hydrolase, family 32, active site"
IPR001216,3,1,"Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site"
IPR025977,1,1,"Nuclear condensin complex subunit 3, C-terminal domain"
IPR027165,1,1,Condensin complex subunit 3
IPR025714,2,4,Methyltransferase domain
IPR001667,1,1,DDH domain
IPR004097,1,1,DHHA2 domain
IPR038222,1,1,DHHA2 domain superfamily
IPR038763,2,2,DHH phosphoesterase superfamily
IPR018946,5,5,"PhoD-like phosphatase, metallophosphatase domain"
IPR038607,5,5,PhoD-like superfamily
IPR002931,3,3,Transglutaminase-like
IPR035553,1,0,"Cytokinesis protein 3, SH3 domain"
IPR016494,1,1,5'-3' exoribonuclease 1
IPR040486,1,1,"Exoribonuclease 1, domain 3"
IPR040992,1,1,"5'-3' exoribonuclease 1, D1 domain"
IPR041106,1,1,"Exoribonuclease Xrn1, D2/D3 domain"
IPR041385,1,1,"5'-3' exoribonuclease 1, SH3-like domain"
IPR047007,1,1,"5'-3' exoribonuclease 1, D1 domain superfamily"
IPR047008,1,1,"5'-3' exoribonuclease 1, SH3-like domain superfamily"
IPR022052,2,2,"Histone-binding protein RBBP4, N-terminal"
IPR019401,1,0,"Zinc finger, CHCC-type"
IPR008313,3,2,Metal-independent alpha-mannosidase
IPR001602,1,1,UPF0047 protein YjbQ-like
IPR035917,1,1,YjbQ-like superfamily
IPR001474,1,1,GTP cyclohydrolase I
IPR018234,1,1,"GTP cyclohydrolase I, conserved site"
IPR020602,1,1,GTP cyclohydrolase I domain
IPR043133,1,3,"GTP cyclohydrolase I, C-terminal/NADPH-dependent 7-cyano-7-deazaguanine reductase"
IPR043134,1,1,"GTP cyclohydrolase I, N-terminal domain"
IPR005913,1,2,dTDP-4-dehydrorhamnose reductase family
IPR029903,1,2,RmlD-like substrate binding domain
IPR039037,1,1,Calcium homeostasis endoplasmic reticulum protein
IPR001498,2,2,"Impact, N-terminal"
IPR020569,1,1,"Uncharacterised protein family UPF0029, Impact, conserved site"
IPR023582,2,1,Impact family
IPR036956,2,2,"Impact, N-terminal domain superfamily"
IPR015958,2,1,"Potassium transporter Trk, fungi"
IPR008631,1,1,Glycogen synthase
IPR008048,1,1,DNA replication licensing factor Mcm5
IPR012501,1,2,"Vacuolar protein sorting-associated protein 54, C-terminal"
IPR019515,1,1,"Vacuolar protein sorting-associated protein 54, N-terminal"
IPR039745,1,2,Vacuolar protein sorting-associated protein 54
IPR001876,3,4,"Zinc finger, RanBP2-type"
IPR034351,1,1,"Nrp1, RNA recognition motif"
IPR036443,3,3,"Zinc finger, RanBP2-type superfamily"
IPR047201,1,1,"ERI-1-like, DEDDh 3'-5' exonuclease domain"
IPR001204,2,2,Phosphate transporter
IPR019591,3,2,Mrp/NBP35 ATP-binding protein
IPR028600,1,1,"Cytosolic Fe-S cluster assembly factor NUBP2/Cfd1, eukaryotes"
IPR033756,3,3,Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35
IPR032838,1,0,"VWA-Hint protein, Vwaint domain"
IPR039510,1,0,Vint domain
IPR012578,1,0,Nuclear pore complex component
IPR001977,1,1,Dephospho-CoA kinase
IPR000960,3,3,Flavin monooxygenase FMO
IPR037847,1,0,GRAM domain-containing protein 4
IPR041725,1,1,Type I (cytosolic) L-asparaginase
IPR001857,1,0,Ribosomal protein L19
IPR038657,1,0,Ribosomal protein L19 superfamily
IPR002164,2,3,Nucleosome assembly protein (NAP)
IPR037231,2,3,NAP-like superfamily
IPR033132,4,0,"Glycosyl hydrolases family 1, N-terminal conserved site"
IPR002083,2,1,MATH/TRAF domain
IPR008974,2,1,TRAF-like
IPR024729,2,1,"Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain"
IPR029346,1,1,"Ubiquitin carboxyl-terminal hydrolase, C-terminal"
IPR007590,2,2,Saf4/Yju2 protein
IPR043701,1,1,Splicing factor Yju2
IPR018535,4,10,Domain of unknown function DUF1996
IPR032075,1,0,"Phosphoinositide phospholipase C, Ca2+-dependent"
IPR016095,2,1,"Ribosomal protein L1, 3-layer alpha/beta-sandwich"
IPR023674,2,1,Ribosomal protein L1-like
IPR028364,2,1,Ribosomal protein L1/ribosomal biogenesis protein
IPR009316,1,1,"COG complex component, COG2"
IPR024602,1,1,"Conserved oligomeric Golgi complex, subunit 2, N-terminal"
IPR031833,1,0,Protein of unknown function DUF4748
IPR030379,7,5,Septin-type guanine nucleotide-binding (G) domain
IPR007148,3,3,"Small-subunit processome, Utp12"
IPR027145,1,1,Periodic tryptophan protein 2
IPR015920,3,6,"Cellobiose dehydrogenase, cytochrome domain"
IPR027795,3,1,"CASTOR, ACT domain"
IPR045865,8,7,ACT-like domain
IPR022878,2,1,V-type ATP synthase catalytic alpha chain
IPR024034,2,2,"ATPase, F1/V1 complex, beta/alpha subunit, C-terminal"
IPR036121,3,3,"ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily"
IPR000690,3,2,"Matrin/U1-C, C2H2-type zinc finger"
IPR021966,1,1,Splicing factor SF3a60 binding domain
IPR024598,1,1,"Splicing factor SF3a60 /Prp9 subunit, C-terminal"
IPR031774,1,1,SF3A3 domain
IPR000283,1,1,"NADH:ubiquinone oxidoreductase, 75kDa subunit, conserved site"
IPR006656,1,1,Molybdopterin oxidoreductase
IPR006963,1,1,"Molybdopterin oxidoreductase, 4Fe-4S domain"
IPR010228,1,1,"NADH:ubiquinone oxidoreductase, subunit G"
IPR015405,1,1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like"
IPR019574,1,1,"NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding"
IPR008803,1,1,RHD3/Sey1
IPR030386,1,1,GB1/RHD3-type guanine nucleotide-binding (G) domain
IPR046758,1,1,"Sey1/RHD3-like, three-helix bundle domain"
IPR001313,6,6,Pumilio RNA-binding repeat
IPR033133,5,5,Pumilio homology domain
IPR033712,3,3,"Pumilio, RNA binding domain"
IPR022233,1,1,"TRAPP II complex TRAPPC10, C-terminal"
IPR045126,1,1,Trafficking protein particle complex subunit TRAPPC10/Trs130
IPR008806,1,1,"RNA polymerase III Rpc82, C -terminal"
IPR013197,1,1,"RNA polymerase III subunit RPC82-related, helix-turn-helix"
IPR039748,1,1,DNA-directed RNA polymerase III subunit RPC3
IPR006721,1,1,"ATP synthase, F1 complex, epsilon subunit, mitochondrial"
IPR036742,1,1,"ATP synthase, F1 complex, epsilon subunit superfamily, mitochondrial"
IPR007244,1,1,"-alpha-acetyltransferase 35, NatC auxiliary subunit"
IPR000426,6,4,"Proteasome alpha-subunit, N-terminal domain"
IPR023332,7,5,Proteasome alpha-type subunit
IPR007262,1,1,Vps55/LEPROT
IPR007919,1,1,Uncharacterised protein family UPF0220
IPR037650,1,1,60S ribosomal subunit assembly/export protein Loc1
IPR012020,1,1,AB hydrolase 4 family
IPR019440,1,1,Chromatid cohesion factor MAU2
IPR033858,1,1,26S Proteasome non-ATPase regulatory subunit 7/8
IPR002489,1,1,"Glutamate synthase, alpha subunit, C-terminal"
IPR002932,1,1,Glutamate synthase domain
IPR006005,1,1,"Glutamate synthase, NADH/NADPH, small subunit 1"
IPR006982,1,1,"Glutamate synthase, central-N"
IPR009051,2,3,Alpha-helical ferredoxin
IPR012220,1,1,"Glutamate synthase, eukaryotic"
IPR028261,1,1,Dihydroprymidine dehydrogenase domain II
IPR036485,1,1,"Glutamate synthase, alpha subunit, C-terminal domain superfamily"
IPR019135,1,1,"Polycomb protein, VEFS-Box"
IPR001995,1,1,"Peptidase A2A, retrovirus, catalytic"
IPR039757,1,0,Eukaryotic translation initiation factor 2D
IPR039759,1,0,"Eukaryotic translation initiation factor 2D, SUI1 domain"
IPR008402,1,1,Anaphase-promoting complex subunit 15/mnd2
IPR039899,2,1,"BET1, SNARE domain"
IPR018850,1,1,"Mitochondrial escape protein 2, C-terminal"
IPR034260,1,0,"Yme2, RNA recognition motif"
IPR039627,1,1,Mitochondrial escape protein 2
IPR041756,2,1,"Peptidase M28, SGAP-like"
IPR045175,5,9,Peptidase M28 family
IPR009292,1,1,rRNA biogenesis protein RRP36
IPR038739,1,1,Armadillo-type fold containing protein ARMC8/Vid28
IPR001352,1,1,Ribonuclease HII/HIII
IPR004649,1,1,"Ribonuclease H2, subunit A"
IPR023160,1,1,"Ribonuclease HII, helix-loop-helix cap domain superfamily"
IPR024567,1,1,Ribonuclease HII/HIII domain
IPR013882,1,1,"DNA endonuclease activator Ctp1, C-terminal"
IPR033316,1,1,DNA endonuclease RBBP8-like
IPR005043,1,1,"Exportin-2, C-terminal"
IPR000331,1,1,Rap/Ran-GAP domain
IPR018515,1,1,Tuberin-type domain
IPR024584,1,1,"Tuberin, N-terminal"
IPR027107,1,1,Tuberin/Ral GTPase-activating protein subunit alpha
IPR035974,1,1,Rap/Ran-GAP superfamily
IPR013935,1,0,"TRAPP II complex, Trs120"
IPR022155,1,1,Protein of unknown function DUF3684
IPR019489,3,3,"Clp ATPase, C-terminal"
IPR004193,1,1,"Glycoside hydrolase, family 13, N-terminal"
IPR006048,1,1,"Alpha-amylase/branching enzyme, C-terminal all beta"
IPR037439,1,1,"1,4-alpha-glucan-branching enzyme"
IPR005722,1,1,"ATP synthase, F1 complex, beta subunit"
IPR012485,1,1,Centromere protein I
IPR024512,2,1,Small subunit of serine palmitoyltransferase-like
IPR000352,2,3,Peptide chain release factor class I
IPR045853,1,3,Peptide chain release factor class I superfamily
IPR005269,1,2,Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG
IPR031100,1,2,LOG family
IPR008429,1,1,Cleft lip and palate transmembrane 1
IPR019008,1,1,"ER membrane protein complex subunit 7, beta-sandwich domain"
IPR039163,1,1,ER membrane protein complex subunit 7
IPR005151,3,1,Tail specific protease
IPR007667,2,1,"Hypoxia induced protein, domain"
IPR040153,1,1,"Respiratory supercomplex factor 2, mitochondrial"
IPR000582,2,2,"Acyl-CoA-binding protein, ACBP"
IPR014352,2,2,FERM/acyl-CoA-binding protein superfamily
IPR035984,2,2,Acyl-CoA binding protein superfamily
IPR003342,3,3,Glycosyl transferase family 39/83
IPR016093,3,3,MIR motif
IPR027005,3,3,Glycosyltransferase 39-like
IPR032421,3,3,"Protein O-mannosyl-transferase, C-terminal four TM domain"
IPR036300,3,3,Mir domain superfamily
IPR010109,1,1,"Citrate synthase, eukaryotic-type"
IPR018562,1,1,ARS binding protein 2
IPR045121,1,2,Coenzyme A pyrophosphatase
IPR010591,2,0,ATP11
IPR038906,1,1,Tetratricopeptide repeat protein 36
IPR005956,1,1,4-hydroxyphenylpyruvate dioxygenase
IPR041735,1,1,"4-hydroxyphenylpyruvate dioxygenase, C-terminal"
IPR041736,1,1,"4-hydroxyphenylpyruvate dioxygenase, N-terminal"
IPR044938,1,0,"Enhancer of mRNA-decapping protein 4, conserved C-terminal domain"
IPR045152,1,1,Enhancer of mRNA-decapping protein 4-like
IPR003846,1,0,Protein adenylyltransferase SelO
IPR000133,2,2,ER lumen protein retaining receptor
IPR020796,1,1,"Origin recognition complex, subunit 5"
IPR041664,5,4,"Orc1-like, AAA ATPase domain"
IPR047088,1,1,"Origin recognition complex subunit 5, C-terminal"
IPR025363,1,0,Protein of unknown function DUF4267
IPR000250,3,3,Peptidase G1
IPR038656,3,3,Peptidase G1 superfamily
IPR012486,1,1,"Far11/STRP, N-terminal"
IPR021819,1,1,"Far11/STRP, C-terminal"
IPR040185,1,1,Far11/STRP
IPR047206,1,1,"Centromere-binding protein 1-like, bHLHzip domain"
IPR003349,2,2,JmjN domain
IPR034732,2,1,Extended PHD (ePHD) domain
IPR002909,1,1,IPT domain
IPR034586,1,1,"GTPase activating protein complex, subunit Bfa1/Byr4"
IPR014751,1,0,"DNA repair protein XRCC4-like, C-terminal"
IPR007138,3,0,Antibiotic biosynthesis monooxygenase domain
IPR006186,8,6,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR013235,1,1,PPP domain
IPR041753,1,1,"PP5, C-terminal metallophosphatase domain"
IPR009287,1,1,Transcription initiation Spt4
IPR022800,1,1,Spt4/RpoE2 zinc finger
IPR029040,2,2,RNA polymerase subunit RPABC4/transcription elongation factor Spt4
IPR038510,1,1,Spt4 superfamily
IPR013748,2,2,"Replication factor C, C-terminal"
IPR006235,2,1,O-acetylhomoserine/O-acetylserine sulfhydrylase
IPR024338,1,1,Stretch-activated cation channel Mid1/Calcium influx-promoting protein Ehs1
IPR006568,1,1,"PSP, proline-rich"
IPR007180,1,1,Domain of unknown function DUF382
IPR044494,1,0,Aldo-keto reductase family 3C2/3
IPR004014,10,11,"Cation-transporting P-type ATPase, N-terminal"
IPR006534,2,2,"P-type ATPase, subfamily IIIA"
IPR002156,3,4,Ribonuclease H domain
IPR009027,2,3,"Ribosomal protein L9/RNase H1, N-terminal"
IPR011320,1,2,"Ribonuclease H1, N-terminal"
IPR037056,1,2,"Ribonuclease H1, N-terminal domain superfamily"
IPR001345,2,4,"Phosphoglycerate/bisphosphoglycerate mutase, active site"
IPR010625,2,0,CHCH
IPR016680,1,1,"NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 8"
IPR024864,1,1,Nucleoporin Nup54/Nup57/Nup44
IPR025712,1,1,"Nucleoporin Nup54, alpha-helical domain"
IPR017923,3,3,"Transcription factor IIS, N-terminal"
IPR035441,3,1,TFIIS/LEDGF domain superfamily
IPR007526,4,4,SWIRM domain
IPR005045,1,1,CDC50/LEM3 family
IPR008754,4,1,"Peptidase M43, pregnancy-associated plasma-A"
IPR003675,1,1,Type II CAAX prenyl endopeptidase Rce1-like
IPR039731,1,1,"CAAX prenyl protease 2, eukaryotes"
IPR003616,4,4,Post-SET domain
IPR025788,1,1,"Histone-lysine N-methyltransferase, Set2, fungi"
IPR044437,1,1,"SETD2/Set2, SET domain"
IPR004631,2,1,"4-aminobutyrate aminotransferase, eukaryotic"
IPR007074,2,1,LicD family
IPR009644,2,1,Ribitol-5-phosphate transferase FKTN-related
IPR003778,1,0,"Carboxyltransferase domain, subdomain A and B"
IPR019154,2,1,Arb2 domain
IPR017320,2,1,"Histone deacetylase class II, eukaryotic-type"
IPR006424,2,1,"Glyceraldehyde-3-phosphate dehydrogenase, type I"
IPR020828,2,1,"Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain"
IPR020829,2,1,"Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain"
IPR020830,2,1,"Glyceraldehyde 3-phosphate dehydrogenase, active site"
IPR020831,2,1,Glyceraldehyde/Erythrose phosphate dehydrogenase family
IPR004806,1,1,UV excision repair protein Rad23
IPR015360,1,1,XPC-binding domain
IPR036353,2,1,XPC-binding domain superfamily
IPR005163,1,2,"YiiM-like, 3-alpha helix domain"
IPR000933,2,0,"Glycoside hydrolase, family 29"
IPR016286,2,0,"Alpha-L-fucosidase, metazoa-type"
IPR013777,2,1,Alpha-amylase-like
IPR015340,2,1,"Alpha-amylase, domain C"
IPR007207,1,1,"CCR4-Not complex component, Not N-terminal domain"
IPR007282,2,1,"NOT2/NOT3/NOT5, C-terminal"
IPR012270,1,1,"CCR4-NOT complex, subunit 3/ 5"
IPR038635,2,1,"CCR4-NOT complex subunit 2/3/5, C-terminal domain superfamily"
IPR040168,2,1,Not2/Not3/Not5
IPR003732,1,1,D-aminoacyl-tRNA deacylase DTD
IPR023509,1,1,D-aminoacyl-tRNA deacylase-like superfamily
IPR035697,1,1,"DNA-directed RNA polymerase III subunit RPC1, N-terminal"
IPR035698,1,1,"DNA-directed RNA polymerase III subunit RPC1, C-terminal"
IPR000771,3,2,"Fructose-bisphosphate aldolase, class-II"
IPR002204,1,2,"3-hydroxyisobutyrate dehydrogenase-related, conserved site"
IPR029154,5,7,"3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain"
IPR001736,5,7,Phospholipase D/Transphosphatidylase
IPR015679,3,2,Phospholipase D family
IPR025202,3,5,Phospholipase D-like domain
IPR041694,3,1,"Oxidoreductase, N-terminal domain"
IPR045010,3,1,Medium-chain dehydrogenase/reductase
IPR013694,1,2,VIT domain
IPR006823,1,3,Neutral/alkaline nonlysosomal ceramidase
IPR031329,1,2,"Neutral/alkaline non-lysosomal ceramidase, N-terminal"
IPR031331,1,2,"Neutral/alkaline non-lysosomal ceramidase, C-terminal"
IPR038445,1,2,"Neutral ceramidase, C-terminal domain superfamily"
IPR008409,1,1,Pre-mRNA-splicing factor SPF27
IPR003117,1,1,"cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain"
